domain,category,original_index,title,year,venue,task,method,signals,note,impact,status,resolved_title,resolved_year,doi,oa_pdf_url,source,local_pdf,error
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,30,Learning to Collaborate from Simulation for Robot-Assisted Dressing,2020,IEEE RA-L,Collaborative dressing,Deep RL + sim-to-real,Simulation + haptics,[高影响] 机器人与人协同穿衣代表作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,31,Deep Haptic Model Predictive Control for Robot-Assisted Dressing,2018,ICRA,Sleeve / gown dressing,Learned haptic dynamics + MPC,Force / haptics,[高影响] 学习触觉动力学并MPC控制。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,32,Personalized Collaborative Plans for Robot-Assisted Dressing via Optimization and Simulation,2019,ICRA,Personalized dressing,Simulation + optimization,Human pose / force constraints,[高影响] 把个体关节限制与舒适性进入规划。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,33,A Framework for Robotic Clothing Assistance by Imitation Learning,2019,Advanced Robotics,Clothing assistance,DMP + probabilistic latent models,Demonstrations / pose,[高影响] 经典穿衣LfD框架。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,34,Learning Garment Manipulation Policies Toward Robot-Assisted Dressing,2022,Science Robotics,Hospital gown dressing,Sim-to-real + contrastive learning,Vision,[高影响] 整套抓取-展开-穿衣流水线，成功率高。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,35,Visual-Tactile Learning of Garment Unfolding for Robot-Assisted Dressing,2023,IEEE RA-L,Garment unfolding,Visual-tactile learning,Vision + tactile,[高影响] 穿衣前置衣物展开的多模态学习。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,36,Cross-Domain Representation Learning for Clothes Unfolding in Robot-Assisted Dressing,2023,ICRA,Clothes unfolding,Cross-domain representation learning,Vision,[近期代表] 合成到真实衣物抓点泛化。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,37,One Policy to Dress Them All: Learning to Dress People with Diverse Poses and Garments,2023,RSS,Diverse people / garments,RL + policy distillation + point clouds,3D point cloud,[高影响] 面向多姿态多衣物的统一策略。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,38,Model Predictive Control with Graph Dynamics for Garment Opening Insertion During Robot-Assisted Dressing,2024,ICRA,Limb insertion into garment opening,Graph dynamics + MPC,Point cloud / garment state,[近期高影响] 图动力学预测衣物开口。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,39,Garment Diffusion Models for Robot-Assisted Dressing,2025,IEEE RA-L,Future garment opening prediction,Diffusion model,Partial point cloud,[前沿] 生成式预测未来衣物状态。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,40,Do You Need a Hand? - A Bimanual Robotic Dressing Assistance Scheme,2024,IEEE T-RO,Bimanual dressing,Cooperative control + learned/encoded dressing policy,Pose / interaction,[高影响] 双臂/人机协同穿衣。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,41,Close-Fitting Dressing Assistance Based on State Estimation of Feet and Garments with Semantic-Based Visual Attention,2025,preprint,Sock / close-fitting dressing,Semantic attention + multimodal state estimation,Vision + joint/torque/tactile,[前沿] 紧身衣物辅助，明显难于宽松衣服。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,42,Force-Constrained Visual Policy: Safe Robot-Assisted Dressing via Multi-Modal Sensing,2024,IEEE RA-L,Safe arm dressing,Visual RL + learned force dynamics + action filter,Vision + force,[高影响] 把穿衣成功和人体受力安全统一。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,43,What Does the Person Feel? Learning to Infer Applied Forces During Robot-Assisted Dressing,2017,ICRA,Dressing force inference,LSTM force-map prediction,F/T + velocity,[奠基] 从末端信号推断人体表面受力。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,44,Data-Driven Haptic Perception for Robot-Assisted Dressing,2016,RO-MAN,Dressing contact perception,Data-driven haptic perception,Force / haptics,[奠基] 穿衣触觉感知经典。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,45,Haptic Data Simulation for Robot-Assisted Dressing,2017,ICRA,Dressing haptic data,Physics simulation / haptic modeling,Simulated force,[奠基] 为学习生成安全的触觉数据。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,46,A Quantitative Analysis of Dressing Dynamics for Robotic Dressing Assistance,2017,Frontiers in Robotics and AI,Dressing dynamics,Empirical dynamics analysis,Force / motion,[代表] 量化穿衣接触动力学。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,47,Reinforcement Learning of Clothing Assistance with a Dual-Arm Robot,2011,Humanoids,Clothing assistance,Reinforcement learning,Force / state,[奠基] 早期RL穿衣奠基。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,48,Combining Imitation Learning and Reinforcement Learning to Fold Deformable Planar Objects,2013,IROS,Cloth skill precursor,IL + RL,Vision / demonstration,[奠基] 虽非直接人体穿衣，但影响后续 dressing learning。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,49,Learning from Demonstration for Robotic Manipulation of Deformable Objects,2016,ICRA,Garment manipulation precursor,LfD,Vision / demos,[代表] 穿衣前置衣物操作的重要LfD路线。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,50,SKT: Integrating State-Aware Keypoint Trajectories with Vision-Language Models for Robotic Garment Manipulation,2024,preprint,Garment manipulation,VLM + keypoint trajectory learning,Vision + language,[前沿] foundation model进入衣物操作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,51,Innovating Robotic Garment Handling Through the Integration of Large Language Models and Behavior Trees,2024,ROBIO,Garment handling,LLM + behavior tree,Vision + language,[前沿] 高层语义任务分解。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,B. 穿衣与衣物辅助（Dressing Assistance）,52,Animating Human Dressing,2015,ACM TOG,Human-cloth dressing simulation,Physics-based simulation,Human/cloth state,[奠基] 后续仿真RL dressing的重要基础。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,53,Development of an Autonomous Robotic System for Beard Shaving Assistance of Disabled People Based on an Adaptive Force Tracking Impedance Control,2021,Proc. IMechE Part C,Beard shaving,Adaptive impedance / force tracking,Force,[代表] 直接人体剃须辅助。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,54,Design and Evaluation of a Hair Combing System Using a General-Purpose Robotic Arm,2021,IROS,Hair combing,Planning + compliant control,Vision / force,[高影响] 梳头辅助代表系统。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,55,Learning Bimanual Manipulation Policies for Bathing Bed-Bound People,2024,IROS,Bed bathing,Multi-agent RL + variable impedance,Force + state,[近期高影响] 首批学习式双臂床上洗浴工作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,56,Soft and Compliant Contact-Rich Hair Manipulation and Care,2025,HRI,Hair care,Soft/compliant manipulation + multimodal sensing,Depth + actuator current,[前沿] 头发护理的接触学习前沿。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,57,Front Hair Styling Robot System Using Path Planning for Root-Centric Strand Adjustment,2025,SII,Hair styling,Path planning / strand adjustment,Vision,[前沿] 从梳头走向发型调整。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,58,ForceMimic: Force-Centric Imitation Learning with Force-Motion Capture System for Contact-Rich Manipulation,2025,ICRA,Grooming-like peeling / brushing,Force-centric imitation learning,Vision + force + motion,[前沿高影响] 可迁移到剃刮/护理类接触任务。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,59,Morpheus: A Multimodal One-Armed Robot-Assisted Peeling System with Human Users in-the-Loop,2024,ICRA,Peeling / grooming-like surface task,Multimodal active perception,RGB-D + tactile,[近期高影响] 与皮肤表面护理高度同构。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,60,Study on Force Control for Robot Massage with a Model-Based Reinforcement Learning Algorithm,2023,Intelligent Service Robotics,Massage,Model-based RL,Force,[近期代表] 按摩力控learning代表。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,61,Research on Robot Massage Force Control Based on Residual Reinforcement Learning,2024,IEEE Access,Massage,Residual RL,Force,[近期] 传统控制+学习残差。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,62,Learning Variable Impedance Control for Robotic Massage with Deep Reinforcement Learning: A Novel Learning Framework,2024,IEEE SMC Magazine,Massage,Deep RL + variable impedance,Force / pose,[近期代表] 学习式按摩柔顺控制。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,63,Toward Automatic Robotic Massage Based on Interactive Trajectory Planning and Control,2024,Complex & Intelligent Systems,Massage,Interactive planning + control,Force / pose,[近期] 自动化按摩路径和接触控制。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,64,Modeling Contact Forces During Human-Robot Interactions for Performing Activities of Daily Living,2023,IEEE/healthcare study,Hair brushing / face wiping / shaving,Human force modeling,Force,[高影响] 给护理机器人提供舒适力范围基线。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,C. 个人卫生、美容与身体表面护理（Grooming / Hygiene）,65,CoRI: Synthesizing Communication of Robot Intent for Physical Human-Robot Interaction,2025,preprint,Grooming / bathing communication,VLM/LLM reasoning + intent communication,Vision + language,[前沿] 长期人体接触时的意图可解释性。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,66,Assistive Gym: A Physics Simulation Framework for Assistive Robotics,2020,ICRA,Feeding / dressing / scratching / repositioning,RL simulation benchmark,Physics simulation,[奠基] 学习式护理机器人的核心仿真平台。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,67,Assistive VR Gym: Interactions with Real People to Improve Virtual Assistive Robots,2020,RO-MAN,Human-in-loop assistive tasks,VR human-in-the-loop simulation,Human motion / simulation,[高影响] 把真人交互引入安全仿真训练。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,68,RCareWorld: A Human-Centric Simulation World for Caregiving Robots,2022,IROS,Caregiving simulation,Human-centric simulation,Vision / physics / human models,[高影响] 护理机器人训练与评测平台。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,69,Robotic Limb Repositioning with Supervised Autonomy,2020,HRI Companion,Limb repositioning,Supervised autonomy / demonstration programming,Human pose / GUI,[代表] 身体重定位中的半自主框架。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,70,Learning Representations that Enable Generalization in Assistive Tasks,2023,CoRL,Limb repositioning / assistive tasks,Representation learning,Interaction history,[高影响] 面向不同用户的一般化assistive representation。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,71,Quantifying Assistive Robustness via the Natural-Adversarial Frontier,2023,CoRL,Assistive robustness,Robustness analysis / learned embeddings,User interaction,[高影响] 定义辅助策略在用户变化下的鲁棒边界。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,72,Dual-Arm Motion Generation for Repositioning Care Based on Deep Predictive Learning with Somatosensory Attention Mechanism,2024,preprint,Bed/body repositioning,Deep predictive learning + attention,Vision + joints,[近期] 从示教预测双臂护理动作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,73,Analysis of Comfort During Transfer by a Dual-Arm Care Robot Based on Human Body Pressure and Surface Electromyographic Signals,2023,Bioengineering,Patient transfer,Comfort modeling,Pressure + sEMG,[近期代表] 身体转移中的舒适度量化。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,74,Human-Robot Mechanics Model Using Hip Torque Identification with a Dual-Arm Nursing-Care Transfer Robot,2024,International Journal of Advanced Robotic Systems,Patient transfer,Biomechanical modeling,Torque / body state,[近期] 护理转移的人体力学模型。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,75,Finding Biomechanically Safe Trajectories for Robot Manipulation of the Human Body in a Search and Rescue Scenario,2023,IROS,Human body manipulation,Biomechanics-aware trajectory optimization,Human biomechanical state,[近期高影响] 与护理转移共享安全人体操作问题。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,76,Haptic Shoulder for Rendering Biomechanically Accurate Joint Limits for Human-Robot Physical Interactions,2024,ICRA,Human joint interaction,Haptic biomechanical modeling,Haptics,[近期] 构建真实关节极限用于安全学习/测试。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,D. 身体重定位、转移与肢体辅助（Body Repositioning / Transfer）,77,GRACE: Generalizing Robot-Assisted Caregiving with User Functionality Embeddings,2025,HRI,Personalized caregiving / repositioning,User functionality embedding + policy conditioning,Interaction history / user profile,[前沿高影响] 把用户能力编码成可泛化策略条件。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,78,Assistive Robotic Manipulation through Shared Autonomy and a Body-Machine Interface,2016,IEEE ICORR / journal version,ADL manipulation,Shared autonomy + body-machine interface,User residual motion,[奠基] 辅助机械臂共享自治经典。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,79,Shared Autonomy via Hindsight Optimization,2015,RSS,Goal-directed manipulation,POMDP / shared autonomy,User commands + robot belief,[奠基] shared autonomy最重要方法基线之一。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,80,Development of a Vision-Guided Shared-Control System for Assistive Robotic Manipulators,2022,Sensors,Multi-step drinking task,Vision-guided shared control,Vision + joystick,[高影响] 粗动作由人、精操作由机器人。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,81,Optimal Shared Autonomy for Contact-Rich Robotic Manipulation,2024,ICRA@40,Contact-rich assistive teleoperation,Optimal shared autonomy,User input + contact,[近期] 把共享自治扩展到接触丰富任务。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,82,The Sense of Agency in Assistive Robotics Using Shared Autonomy,2025,HRI,Assistive manipulation,Shared autonomy + user study,User commands / autonomy level,[前沿] 揭示性能与用户控制感之间的权衡。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,83,Incrementally Learned Shared Autonomy and Intelligent Mode Switching for Assistive Teleoperation,2025,CMU Technical Report,Assistive teleoperation,Incremental learning + LLM mode switching,User input + environment,[前沿] 让共享自治持续从用户交互中学习。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,84,ILSA: Incremental Learning for Robot Shared Autonomy,2025,preprint,Assistive manipulation,Incremental policy learning,User corrections / state,[前沿] 处理预训练之外的新障碍与场景。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,85,Legible Shared Autonomy: Implicit Communication of Robot Belief through Motion,2026,preprint,Assistive arm manipulation,Legible motion + adaptive authority,User input + robot belief,[前沿] 让用户看懂机器人推断的目标。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,86,Vision-Based Object Manipulation for Activities of Daily Living Assistance Using Assistive Robot,2024,Automation,ADL object manipulation,Vision-based manipulation,Vision,[近期代表] 面向ADL的物体抓取/操作。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,87,An Assistive Robot that Enables People with Amyotrophia to Perform Sequences of Everyday Activities,2025,Scientific Reports,Multi-step ADL,Shared autonomy / sequencing,User input + robot perception,[前沿] 真正关注日常活动序列，而非单步抓取。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,88,A System for Human-Robot Teaming through End-User Programming and Shared Autonomy,2024,HRI,Assistive task execution,End-user programming + shared autonomy,Human input + robot state,[近期] 用户规划、机器人承担物理负荷。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,89,Learning to Design 3D Printable Adaptations on Everyday Objects for Robot Manipulation,2024,ICRA,Accessible ADL objects,Learning/design optimization,Object geometry,[近期高影响] 从“改机器人”转向“改环境/物体”提高可操作性。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,E. 共享自治、取物与日常生活操作（Shared Autonomy / ADL）,90,Beyond Cybathlon: On-Demand Quadrupedal Assistance for People with Limited Mobility,2026,JNER,Everyday assistance / mobile manipulation,On-demand autonomous assistance,Vision / user commands,[前沿] 移动操作平台面向真实有限行动用户。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,91,Armsym: A Virtual Human-Robot Interaction Laboratory for Assistive Robotics,2021,IEEE THMS,Assistive interaction simulation,Simulation / human model,Virtual HRI,[代表] 低风险评测assistive policies。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,92,Human-Robot Gym: Benchmarking Reinforcement Learning in Human-Robot Collaboration,2024,ICRA,Human-robot collaboration,RL benchmark,Human + robot state,[近期高影响] 用于安全协作/辅助策略基准。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,93,The Multi-Agentization of a Dual-Arm Nursing Robot Based on Large Language Models,2025,Bioengineering,Nursing robot task planning,LLM + multi-agent architecture,Language + robot state,[前沿] LLM进入护理机器人多智能体规划。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,94,Natural Multimodal Fusion-Based Human-Robot Interaction: Application with Voice and Deictic Posture via Large Language Model,2025,IEEE Robotics & Automation Magazine,Assistive HRI,LLM + multimodal fusion,Voice + gesture + vision,[前沿] 自然语言/指向交互用于辅助任务。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,95,OpenRoboCare: A Multi-Modal Multi-Task Expert Demonstration Dataset for Robot Caregiving,2025,IROS,Multi-task caregiving,Expert demonstration dataset,Multimodal,[前沿高影响] 少见的多任务护理数据基础设施。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,96,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,2023,CoRL,General manipulation enabling assistive tasks,VLA,Vision + language,[高影响] assistive VLA的重要基础模型。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,97,PaLM-E: An Embodied Multimodal Language Model,2023,ICML,Embodied assistance enabling reasoning,Embodied multimodal LM,Vision + language + state,[高影响] 高层语义与机器人状态结合。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,98,"Do As I Can, Not As I Say: Grounding Language in Robotic Affordances",2023,CoRL,Language-conditioned task planning,LLM + affordance grounding,Language + value functions,[高影响] 长期辅助任务分解的重要基础。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,99,π0: A Vision-Language-Action Flow Model for General Robot Control,2024,preprint,General manipulation,VLA flow model,Vision + language + actions,[前沿高影响] 新一代通用VLA，可作为assistive策略底座。,,PENDING_OA_LOOKUP,,,,,,,
Assistive,F. 个性化、通用护理策略、VLM/VLA 与基础设施（Generalist / Personalization / Foundation Models）,100,π0.5: A Vision-Language-Action Model with Open-World Generalization,2025,preprint,Open-world manipulation,VLA,Vision + language + action history,[前沿高影响] 开放世界泛化对家庭辅助非常关键。,,PENDING_OA_LOOKUP,,,,,,,
